code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
004480,华宝智慧产业混合,0.15%,100元起购,4.27%,5.33%,8.22%,24.39%,--,8.83%,混合型,0.76亿元（2019-12-31）,2017-05-04,华宝基金
004477,嘉实沪港深回报混合,0.15%,100元起购,4.14%,7.41%,13.25%,37.90%,--,45.45%,混合型,23.90亿元（2019-12-31）,2017-03-29,嘉实基金
004476,景顺长城沪港深领先科技,0.15%,100元起购,8.88%,24.98%,36.26%,61.17%,--,63.10%,股票型,3.83亿元（2019-12-31）,2017-07-07,景顺长城基金
004475,华泰柏瑞富利混合,0.15%,100元起购,-3.70%,1.24%,4.31%,9.62%,--,-10.85%,混合型,3.63亿元（2019-12-31）,2017-09-12,华泰柏瑞基金
004470,汇添富鑫益定开债发起式C,暂停申购,暂停申购,0.59%,1.28%,1.85%,3.28%,--,11.16%,定开债券,0.00亿元（2019-12-31）,2017-04-20,汇添富基金
004469,汇添富鑫益定开债发起式A,暂停申购,暂停申购,0.62%,1.39%,2.05%,3.70%,--,12.44%,定开债券,15.76亿元（2019-12-31）,2017-04-20,汇添富基金
004468,建信瑞福添利混合C,0.00%,100元起购,3.50%,9.79%,7.67%,8.57%,--,0.07%,混合型,0.15亿元（2019-12-31）,2017-05-25,建信基金
004466,长盛盛杰一年期定开混合,0.00%,100元起购,2.41%,4.94%,7.30%,6.81%,--,16.14%,混合型,0.53亿元（2019-12-31）,2017-05-02,长盛基金
004465,万家玖盛9个月定开债C,暂停申购,暂停申购,1.73%,2.81%,3.54%,5.88%,--,13.07%,定开债券,0.00亿元（2019-12-31）,2017-06-07,万家基金
004463,鹏华丰玉债券,0.08%,100元起购,0.77%,1.66%,2.17%,4.02%,--,15.95%,债券型,60.97亿元（2019-12-31）,2017-03-10,鹏华基金
004460,富国嘉利稳健配置定期开放混合,0.00%,100元起购,0.21%,1.07%,1.66%,4.83%,--,7.51%,混合型,0.76亿元（2019-12-31）,2017-09-26,富国基金
004459,鑫元瑞利定期开放债券,暂停申购,暂停申购,0.76%,1.97%,0.47%,1.26%,--,12.46%,定开债券,20.21亿元（2019-12-31）,2017-03-13,鑫元基金
004458,博时华盈纯债债券,0.08%,100元起购,0.90%,1.87%,2.59%,4.26%,--,15.46%,债券型,17.42亿元（2019-12-31）,2017-03-09,博时基金
004464,万家玖盛9个月定开债A,暂停申购,暂停申购,1.76%,2.87%,3.66%,6.10%,--,13.28%,定开债券,4.00亿元（2019-12-31）,2017-06-07,万家基金
004452,汇添富年年丰定开混合C,0.00%,100元起购,1.36%,3.68%,4.39%,10.92%,--,17.59%,混合型,0.10亿元（2019-12-31）,2017-04-20,汇添富基金
004451,汇添富年年丰定开混合A,0.10%,100元起购,1.40%,3.78%,4.61%,11.38%,--,18.95%,混合型,0.61亿元（2019-12-31）,2017-04-20,汇添富基金
004450,嘉实前沿科技沪港深股票,0.15%,100元起购,16.86%,26.57%,34.95%,53.53%,--,66.08%,股票型,25.57亿元（2019-12-31）,2017-05-19,嘉实基金
004448,博时汇智回报灵活配置混合,0.15%,100元起购,18.54%,31.93%,31.13%,51.39%,--,102.51%,混合型,3.26亿元（2019-12-31）,2017-04-12,博时基金
004449,上银慧增利货币,0.00%,100元起购,0.24%,0.72%,1.40%,2.77%,--,10.29%,货币型,187.99亿元（2019-12-31）,2017-04-14,上银基金
004447,南方荣年C,0.00%,100元起购,1.36%,2.88%,4.27%,7.70%,--,17.34%,混合型,0.18亿元（2019-12-31）,2017-07-13,南方基金
004446,南方荣年A,0.06%,100元起购,1.41%,3.04%,4.59%,8.36%,--,19.21%,混合型,2.61亿元（2019-12-31）,2017-07-13,南方基金
004442,中欧康裕混合A,暂停申购,暂停申购,1.21%,3.19%,4.41%,8.96%,--,21.60%,混合型,8.79亿元（2019-12-31）,2017-03-15,中欧基金
004441,富荣富兴纯债,0.08%,100元起购,1.24%,2.34%,3.83%,6.41%,--,18.75%,债券型,2.75亿元（2019-12-31）,2017-03-09,富荣基金
004438,鹏华永安定期开放债券,0.06%,100元起购,1.11%,2.14%,3.07%,6.18%,--,18.99%,定开债券,3.52亿元（2019-12-31）,2017-03-16,鹏华基金
004437,添富年年泰定开混合C,0.00%,100元起购,2.11%,4.17%,5.06%,11.27%,--,23.86%,混合型,0.35亿元（2019-12-31）,2017-04-14,汇添富基金
004436,添富年年泰定开混合A,0.10%,100元起购,2.16%,4.33%,5.38%,11.94%,--,26.01%,混合型,0.29亿元（2019-12-31）,2017-04-14,汇添富基金
004435,博时逆向投资混合C,0.00%,100元起购,13.48%,33.52%,40.63%,63.09%,--,31.97%,混合型,0.14亿元（2019-12-31）,2017-04-14,博时基金
004434,博时逆向投资混合A,0.15%,100元起购,13.53%,33.69%,40.99%,63.91%,--,33.92%,混合型,2.27亿元（2019-12-31）,2017-04-14,博时基金
004433,南方有色金属ETF联接C,0.00%,100元起购,7.50%,23.73%,17.27%,21.86%,--,-21.62%,联接基金,0.71亿元（2019-12-31）,2017-09-08,南方基金
004432,南方有色金属ETF联接A,0.12%,100元起购,7.54%,23.85%,17.50%,22.33%,--,-20.85%,联接基金,0.51亿元（2019-12-31）,2017-09-08,南方基金
004428,交银增利增强债券C,0.00%,100元起购,5.40%,9.50%,10.26%,14.44%,--,26.80%,债券型,0.06亿元（2019-12-31）,2017-06-02,交银施罗德基金
004427,交银增利增强债券A,0.08%,100元起购,5.44%,9.59%,10.54%,15.00%,--,28.00%,债券型,0.24亿元（2019-12-31）,2017-06-02,交银施罗德基金
004424,汇添富文体娱乐混合,0.15%,100元起购,5.67%,9.22%,19.23%,53.87%,--,59.44%,混合型,4.57亿元（2019-12-31）,2018-06-21,汇添富基金
004423,华商研究精选灵活配置,0.15%,100元起购,14.51%,31.83%,40.65%,64.32%,--,93.40%,混合型,1.39亿元（2019-12-31）,2017-05-24,华商基金
004422,汇添富美元债债券美元现汇C,暂停申购,暂停申购,-0.52%,0.69%,2.24%,4.54%,--,9.05%,QDII,0.06亿元（2019-12-31）,2017-04-20,汇添富基金
004421,汇添富美元债债券美元现汇A,暂停申购,暂停申购,-0.44%,0.72%,2.34%,4.89%,--,10.31%,QDII,0.16亿元（2019-12-31）,2017-04-20,汇添富基金
004420,汇添富美元债债券人民币C,0.00%,100元起购,1.86%,0.69%,1.97%,9.31%,--,12.02%,QDII,0.30亿元（2019-12-31）,2017-04-20,汇添富基金
004419,汇添富美元债债券人民币A,0.08%,100元起购,1.90%,0.79%,2.15%,9.69%,--,12.79%,QDII,0.59亿元（2019-12-31）,2017-04-20,汇添富基金
004417,兴全货币B,0.00%,5000000元起购,0.26%,0.75%,1.46%,2.91%,--,11.44%,货币型,349.48亿元（2019-12-31）,2017-03-31,兴全基金
004416,博时银智大数据100C,0.00%,100元起购,7.21%,15.51%,20.04%,35.09%,--,16.55%,股票指数,0.09亿元（2019-12-31）,2017-09-15,博时基金
004413,建信民丰回报混合,0.10%,100元起购,3.57%,5.80%,6.04%,7.63%,--,14.00%,混合型,1.03亿元（2019-12-31）,2017-04-18,建信基金
004410,招商央视财经50指数C,0.00%,100元起购,3.27%,7.96%,12.81%,27.79%,--,135.52%,股票指数,0.13亿元（2019-12-31）,2017-02-23,招商基金
004409,招商深证TMT50ETF联接C,0.00%,100元起购,18.09%,39.83%,48.85%,58.92%,--,92.39%,联接基金,0.08亿元（2019-12-31）,2017-02-23,招商基金
004408,招商深证100指数C,0.00%,100元起购,8.14%,16.91%,22.04%,38.98%,--,65.32%,股票指数,0.03亿元（2019-12-31）,2017-03-01,招商基金
004407,招商上证消费80ETF联接C,0.00%,100元起购,4.11%,6.90%,9.75%,29.56%,--,77.88%,联接基金,0.06亿元（2019-12-31）,2017-03-01,招商基金
004406,国寿安保稳寿混合C,暂停申购,暂停申购,2.45%,4.16%,6.50%,11.25%,--,17.22%,混合型,0.00亿元（2019-12-31）,2017-08-01,国寿安保基金
004405,国寿安保稳寿混合A,暂停申购,暂停申购,2.45%,4.19%,6.57%,11.39%,--,17.53%,混合型,4.27亿元（2019-12-31）,2017-08-01,国寿安保基金
004404,平安股息精选沪港深C,0.00%,100元起购,-0.68%,2.39%,2.00%,7.37%,--,7.36%,股票型,0.01亿元（2019-12-31）,2017-05-17,平安基金
004403,平安股息精选沪港深A,0.15%,100元起购,-0.61%,2.57%,2.36%,8.17%,--,10.33%,股票型,0.92亿元（2019-12-31）,2017-05-17,平安基金
004402,金信民旺债券C,0.00%,100元起购,8.14%,17.46%,16.39%,13.93%,--,9.70%,债券型,0.05亿元（2019-12-31）,2017-12-04,金信基金
004401,金信民兴债券C,0.00%,100元起购,0.89%,1.58%,1.90%,3.58%,--,21.29%,债券型,0.05亿元（2019-12-31）,2017-03-08,金信基金
004400,金信民兴债券A,0.08%,100元起购,0.93%,1.69%,2.03%,3.60%,--,107.91%,债券型,4.76亿元（2019-12-31）,2017-03-08,金信基金
004399,融通汇财宝货币E,0.00%,100元起购,0.23%,0.71%,1.40%,2.79%,--,10.73%,货币型,4.00亿元（2019-12-31）,2017-03-13,融通基金
004398,融通现金宝货币B,0.00%,100元起购,0.23%,0.68%,1.32%,2.67%,11.11%,11.11%,货币型,13.44亿元（2019-12-31）,2017-02-24,融通基金
004397,长盛信息安全量化策略混合,0.15%,100元起购,15.53%,25.97%,29.69%,21.78%,--,-12.20%,混合型,1.19亿元（2019-12-31）,2017-05-03,长盛基金
004394,华泰柏瑞量化创优混合,0.15%,100元起购,15.90%,31.32%,36.58%,58.03%,--,38.69%,混合型,2.45亿元（2019-12-31）,2017-05-12,华泰柏瑞基金
004393,安信合作创新灵活配置混合,0.15%,100元起购,3.08%,9.89%,15.56%,28.12%,--,44.80%,混合型,1.12亿元（2019-12-31）,2017-03-29,安信基金
004390,平安转型创新混合A,0.15%,100元起购,14.44%,39.71%,46.05%,68.43%,--,77.54%,混合型,0.32亿元（2019-12-31）,2017-04-14,平安基金
004389,大成惠明定开纯债债券,暂停申购,暂停申购,0.75%,1.67%,2.30%,3.71%,--,14.47%,定开债券,8.35亿元（2019-12-31）,2017-06-06,大成基金
004387,广发汇安18个月定开债C,暂停申购,暂停申购,1.34%,2.66%,2.78%,5.43%,--,16.25%,定开债券,0.00亿元（2019-12-31）,2017-03-31,广发基金
004391,平安转型创新混合C,0.00%,100元起购,14.37%,39.41%,45.43%,68.02%,--,74.38%,混合型,0.20亿元（2019-12-31）,2017-04-14,平安基金
004386,广发汇安18个月定开债A,暂停申购,暂停申购,1.37%,2.77%,3.00%,5.87%,--,17.58%,定开债券,5.59亿元（2019-12-31）,2017-03-31,广发基金
004375,华泰保兴吉年丰混合发起C,0.00%,100元起购,19.13%,45.26%,67.50%,96.74%,--,97.03%,混合型,1.93亿元（2019-12-31）,2017-03-24,华泰保兴
004388,鹏华丰享债券,0.08%,100元起购,0.83%,1.81%,2.06%,5.12%,--,18.38%,债券型,2.98亿元（2019-12-31）,2017-03-09,鹏华基金
004374,华泰保兴吉年丰混合发起A,0.15%,100元起购,19.16%,45.35%,67.73%,97.24%,--,98.50%,混合型,2.52亿元（2019-12-31）,2017-03-24,华泰保兴
004373,金鹰增益货币B,0.00%,5000000元起购,0.25%,0.75%,1.44%,2.84%,--,11.10%,货币型,101.91亿元（2019-12-31）,2017-03-20,金鹰基金
004372,金鹰增益货币A,0.00%,100元起购,0.23%,0.71%,1.34%,2.65%,--,10.47%,货币型,1.77亿元（2019-12-31）,2017-03-20,金鹰基金
004369,前海开源聚财宝B,0.00%,5000000元起购,0.20%,0.76%,1.38%,2.78%,11.14%,11.21%,货币型,1.25亿元（2019-12-31）,2017-02-17,前海开源基金
004368,前海开源聚财宝A,0.00%,100元起购,0.19%,0.74%,1.33%,2.69%,10.71%,10.78%,货币型,4.67亿元（2019-12-31）,2017-02-17,前海开源基金
004367,博时汇享纯债债券C,0.00%,100元起购,0.83%,1.98%,2.32%,3.66%,--,10.80%,债券型,0.00亿元（2019-12-31）,2017-02-28,博时基金
004362,上投摩根安通回报混合C,0.00%,100元起购,1.65%,6.87%,10.00%,12.65%,--,19.39%,混合型,0.00亿元（2019-12-31）,2017-04-26,上投摩根基金
004361,上投摩根安通回报混合A,0.10%,100元起购,1.71%,7.01%,10.28%,13.24%,--,21.54%,混合型,0.17亿元（2019-12-31）,2017-04-26,上投摩根基金
004360,创金合信量化核心混合C,0.00%,100元起购,1.98%,7.52%,10.65%,23.24%,--,27.82%,混合型,0.34亿元（2019-12-31）,2017-03-27,创金合信基金
004366,博时汇享纯债债券A,0.08%,100元起购,0.87%,2.09%,2.54%,4.08%,--,9.85%,债券型,16.90亿元（2019-12-31）,2017-02-28,博时基金
004359,创金合信量化核心混合A,0.15%,100元起购,2.05%,7.75%,11.11%,24.24%,--,31.37%,混合型,0.74亿元（2019-12-31）,2017-03-27,创金合信基金
004357,南方智慧混合,0.15%,100元起购,7.97%,13.07%,24.91%,49.29%,--,59.08%,混合型,6.47亿元（2019-12-31）,2017-03-27,南方基金
004356,嘉实6个月理财债券E,暂停申购,暂停申购,0.36%,1.11%,--,--,--,2.26%,理财型,5.10亿元（2017-09-30）,2017-06-19,嘉实基金
004355,嘉实丰和灵活配置混合,暂停申购,暂停申购,6.46%,9.67%,18.09%,40.49%,--,25.22%,混合型,6.71亿元（2019-12-31）,2017-03-20,嘉实基金
004354,益民中证智能消费,0.10%,100元起购,14.06%,33.55%,40.79%,46.69%,--,24.67%,股票指数,0.07亿元（2019-12-31）,2017-05-08,益民基金
004352,北信瑞丰研究精选,0.15%,100元起购,13.22%,26.17%,26.62%,43.40%,--,27.38%,股票型,0.38亿元（2019-12-31）,2017-06-28,北信瑞丰
004351,汇丰晋信珠三角区域发展混合,0.15%,100元起购,6.90%,16.72%,21.42%,32.55%,--,21.84%,混合型,1.42亿元（2019-12-31）,2017-06-02,汇丰晋信基金
004350,汇丰晋信价值先锋股票,0.15%,100元起购,7.72%,17.49%,21.33%,40.15%,--,52.67%,股票型,1.26亿元（2019-12-31）,2018-11-14,汇丰晋信基金
004348,南方中证500ETF联接C,0.00%,100元起购,8.45%,18.60%,18.93%,22.27%,-6.31%,-6.31%,联接基金,21.15亿元（2019-12-31）,2017-02-23,南方基金
004346,南方小康ETF联接C,0.00%,100元起购,1.45%,4.52%,3.39%,7.16%,1.36%,1.36%,联接基金,0.01亿元（2019-12-31）,2017-02-23,南方基金
004347,南方中证500信息技术联接C,0.00%,100元起购,20.05%,44.09%,53.60%,81.66%,50.65%,50.65%,联接基金,4.00亿元（2019-12-31）,2017-02-23,南方基金
004345,南方深证成份ETF联接C,0.00%,100元起购,9.73%,20.92%,24.01%,35.05%,14.80%,14.80%,联接基金,0.08亿元（2019-12-31）,2017-02-23,南方基金
004344,南方大数据100C,0.00%,100元起购,12.95%,28.15%,26.80%,24.96%,-13.40%,-13.40%,股票指数,0.05亿元（2019-12-31）,2017-02-23,南方基金
004343,南方创业板ETF联接C,0.00%,10元起购,16.94%,33.11%,37.97%,53.42%,21.76%,21.76%,联接基金,2.38亿元（2019-12-31）,2017-02-23,南方基金
004341,农银尖端科技混合,0.15%,100元起购,20.81%,45.41%,55.32%,77.01%,--,66.94%,混合型,1.02亿元（2019-12-31）,2017-03-29,农银汇理基金
004340,泰康兴泰回报沪港深混合,0.10%,100元起购,2.19%,3.08%,3.99%,10.13%,--,21.08%,混合型,9.48亿元（2019-12-31）,2017-06-15,泰康资产
004335,华宝新飞跃灵活配置混合,暂停申购,暂停申购,2.49%,5.59%,9.61%,28.26%,--,36.23%,混合型,1.60亿元（2019-12-31）,2017-02-27,华宝基金
004334,博时广利纯债3个月定开,0.08%,100元起购,0.65%,1.51%,2.52%,4.51%,16.79%,16.88%,定开债券,30.81亿元（2019-12-31）,2017-02-16,博时基金
004342,南方沪深300联接基金C,0.00%,10元起购,3.40%,7.56%,8.61%,20.29%,27.72%,27.72%,联接基金,0.35亿元（2019-12-31）,2017-02-23,南方基金
004333,金鹰元盛债券型发起式E,0.06%,100元起购,1.61%,3.17%,4.07%,4.80%,24.35%,24.58%,债券型,1.74亿元（2019-12-31）,2017-02-14,金鹰基金
004332,恒生沪港深新兴产业精选混合,0.15%,100元起购,5.26%,11.96%,16.51%,28.14%,--,17.45%,混合型,0.37亿元（2019-12-31）,2017-04-01,恒生前海基金
004331,太平日日鑫货币B,0.00%,5000000元起购,0.29%,0.70%,1.31%,2.67%,--,10.55%,货币型,64.01亿元（2019-12-31）,2017-03-15,太平基金
004330,太平日日鑫货币A,0.00%,100元起购,0.27%,0.64%,1.19%,2.42%,--,9.77%,货币型,0.51亿元（2019-12-31）,2017-03-15,太平基金
004322,创金合信尊隆纯债,0.08%,100元起购,0.53%,1.35%,2.08%,3.39%,12.65%,12.67%,债券型,2.10亿元（2019-12-31）,2017-02-10,创金合信基金
004321,前海开源沪港深强国产业混合,0.15%,100元起购,0.08%,0.68%,5.17%,9.06%,--,6.56%,混合型,1.61亿元（2019-12-31）,2017-03-01,前海开源基金
004320,前海开源沪港深乐享生活,0.15%,100元起购,10.27%,22.69%,21.86%,28.60%,--,29.89%,混合型,1.13亿元（2019-12-31）,2017-05-12,前海开源基金
004319,国寿安保尊裕优化回报债券C,0.00%,100元起购,0.93%,1.87%,4.02%,5.12%,--,10.42%,债券型,0.29亿元（2019-12-31）,2017-03-23,国寿安保基金
004318,国寿安保尊裕优化回报债券A,0.08%,100元起购,0.92%,1.85%,4.07%,5.47%,--,11.63%,债券型,6.83亿元（2019-12-31）,2017-03-23,国寿安保基金
004317,前海开源沪港深裕鑫C,0.15%,100元起购,11.30%,25.67%,24.16%,30.84%,--,44.41%,混合型,0.06亿元（2019-12-31）,2017-03-23,前海开源基金
004316,前海开源沪港深裕鑫A,0.15%,100元起购,11.31%,25.72%,24.26%,31.00%,--,45.02%,混合型,0.07亿元（2019-12-31）,2017-03-23,前海开源基金
004315,前海开源沪港深新硬件C,0.15%,100元起购,19.19%,47.02%,58.30%,60.54%,--,102.44%,混合型,0.27亿元（2019-12-31）,2017-03-13,前海开源基金
004314,前海开源沪港深新硬件A,0.15%,100元起购,19.20%,47.04%,58.38%,60.70%,--,68.88%,混合型,0.27亿元（2019-12-31）,2017-03-13,前海开源基金
004302,国寿安保稳信混合C,暂停申购,暂停申购,2.49%,4.82%,5.90%,12.05%,--,21.35%,混合型,0.19亿元（2019-12-31）,2017-03-08,国寿安保基金
004307,博时富元纯债债券,0.08%,100元起购,0.99%,2.10%,2.64%,4.74%,15.88%,16.00%,债券型,46.44亿元（2019-12-31）,2017-02-16,博时基金
004301,国寿安保稳信混合A,暂停申购,暂停申购,2.51%,4.82%,5.91%,12.12%,--,21.66%,混合型,3.04亿元（2019-12-31）,2017-03-08,国寿安保基金
004292,鹏华沪深港互联网股票,0.15%,1000元起购,13.92%,18.86%,31.50%,39.05%,--,42.37%,股票型,0.79亿元（2019-12-31）,2017-04-06,鹏华基金
004291,前海开源顺和债券C,0.00%,100元起购,1.16%,2.29%,2.97%,4.90%,--,12.50%,债券型,0.09亿元（2019-12-31）,2017-08-03,前海开源基金
004290,前海开源顺和债券A,0.08%,100元起购,1.18%,2.33%,3.04%,5.04%,--,13.12%,债券型,1.22亿元（2019-12-31）,2017-08-03,前海开源基金
004286,华富天盈货币B,0.00%,5000000元起购,0.20%,0.61%,1.20%,2.41%,--,10.23%,货币型,1.00亿元（2019-12-31）,2017-03-03,华富基金
004285,华富天盈货币A,0.00%,100元起购,0.18%,0.55%,1.08%,2.17%,--,9.45%,货币型,0.01亿元（2019-12-31）,2017-03-03,华富基金
004284,华宝新优选定开混合,0.00%,100元起购,0.65%,5.25%,7.42%,15.23%,--,21.60%,混合型,1.06亿元（2019-12-31）,2017-03-23,华宝基金
004283,中欧达安一年定开混合,暂停申购,暂停申购,1.79%,3.52%,4.39%,6.33%,--,18.36%,混合型,0.71亿元（2019-12-31）,2017-03-03,中欧基金
004282,博时兴荣货币B,0.00%,5000000元起购,0.22%,0.68%,1.35%,2.65%,11.04%,11.05%,货币型,35.73亿元（2019-12-31）,2017-02-24,博时基金
004280,国寿安保稳荣混合C,暂停申购,暂停申购,2.50%,5.21%,5.39%,8.16%,18.31%,18.47%,混合型,0.50亿元（2019-12-31）,2017-02-10,国寿安保基金
004279,国寿安保稳荣混合A,暂停申购,暂停申购,2.51%,5.23%,5.44%,8.27%,18.67%,18.83%,混合型,2.70亿元（2019-12-31）,2017-02-10,国寿安保基金
004278,东方红智逸沪港深定开混合,1.20%,100元起购,1.15%,8.84%,14.57%,20.84%,--,39.27%,混合型,26.80亿元（2019-12-31）,2017-04-14,上海东方证券资产管理
004277,浦银安和回报定开混合C,0.00%,100元起购,0.10%,1.68%,5.67%,15.61%,--,19.64%,混合型,0.02亿元（2019-12-31）,2017-03-23,浦银安盛基金
004276,浦银安和回报定开混合A,0.12%,100元起购,0.13%,1.77%,5.87%,16.00%,--,20.92%,混合型,0.16亿元（2019-12-31）,2017-03-23,浦银安盛基金
004274,浦银安恒回报定开混合A,0.12%,100元起购,1.86%,4.15%,5.97%,12.87%,--,13.36%,混合型,3.35亿元（2019-12-31）,2018-08-09,浦银安盛基金
004273,中融量化小盘股票C,0.00%,100元起购,4.59%,14.03%,17.60%,21.13%,--,-3.45%,股票型,0.01亿元（2019-12-31）,2017-05-17,中融基金
004272,中融量化小盘股票A,0.15%,100元起购,4.60%,14.09%,17.67%,21.19%,--,-2.44%,股票型,0.18亿元（2019-12-31）,2017-05-17,中融基金
004271,汇添富民丰回报混合C,0.00%,100元起购,0.96%,0.09%,1.56%,5.64%,--,16.27%,混合型,0.13亿元（2019-12-31）,2017-09-27,汇添富基金
004270,汇添富民丰回报混合A,0.12%,100元起购,1.01%,0.19%,1.75%,6.15%,--,16.28%,混合型,3.43亿元（2019-12-31）,2017-09-27,汇添富基金
004267,金鹰持久增利债券(LOF)E,0.06%,100元起购,8.21%,14.31%,18.43%,26.03%,20.55%,30.69%,债券型,1.09亿元（2019-12-31）,2017-01-20,金鹰基金
004266,招商沪港深科技创新混合,0.15%,100元起购,4.43%,11.14%,15.92%,22.21%,--,16.95%,混合型,1.23亿元（2019-12-31）,2017-04-26,招商基金
